"wine","vintage","region","varietal","rating","price"
"Chateau Branaire-Ducru ",2,"France","Other Red",95,74.99
"Greg Norman Estates Limestone Coast Cabernet/Merlot ",4,"Australia","Other Red",90,14.99
"Chateau Ducru Beaucaillou ",2,"France","Other Red",100,339
"Clos du Marquis ",2,"France","Other Red",96,59.99
"Chateau Olivier ",2,"France","Other Red",95,39.99
"Chateau Marsau Cotes de Francs (375ML half-bottle) ",2,"France","Other Red",92,12.99
"Chateau Lyonnat Lussac - Saint Emilion ",1,"France","Other Red",90,17.99
"Chateau Monbousquet ",2,"France","Other Red",95,59.99
"Chateau Pontet-Canet ",3,"France","Other Red",96,129
"Chateau Branaire-Ducru ",2,"France","Other Red",95,74.99
"Greg Norman Estates Limestone Coast Cabernet/Merlot ",4,"Australia","Other Red",90,14.99
"Chateau Ducru Beaucaillou ",2,"France","Other Red",100,339
"Clos du Marquis ",2,"France","Other Red",96,59.99
"Chateau Olivier ",2,"France","Other Red",95,39.99
"Chateau Lyonnat Lussac - Saint Emilion ",1,"France","Other Red",90,17.99
"Chateau Monbousquet ",2,"France","Other Red",95,59.99
"Chateau Pontet-Canet ",3,"France","Other Red",96,129
"Chateau Branaire-Ducru ",2,"France","Other Red",95,74.99
"Greg Norman Estates Limestone Coast Cabernet/Merlot ",4,"Australia","Other Red",90,14.99
"Chateau Ducru Beaucaillou ",2,"France","Other Red",100,339
"Clos du Marquis ",2,"France","Other Red",96,59.99
"Chateau Olivier ",2,"France","Other Red",95,39.99
"Chateau Lyonnat Lussac - Saint Emilion ",1,"France","Other Red",90,17.99
"Chateau Monbousquet ",2,"France","Other Red",95,59.99
"Chateau Marsau Cotes de Francs (375ML half-bottle) ",2,"France","Other Red",92,12.99
"Ch. Beaumont Haut Medoc ",2,"France","Other Red",91,18.99
"Chateau Pape Clement (Futures Pre-sale) ",4,"France","Other Red",95,79.99
"Chateau Montrose ",2,"France","Other Red",100,269
"Chateau de Pez ",2,"France","Other Red",92,39.99
"Mulderbosch Faithful Hound ",4,"South Africa","Other Red",89,19.99
"Chateau Rauzan Segla ",2,"France","Other Red",98,145
"Chateau Magdelaine ",3,"France","Other Red",94,79.99
"Chateau Pape Clement (Futures Pre-sale) ",4,"France","Other Red",95,79.99
"Chateau Montrose ",2,"France","Other Red",100,269
"Chateau de Pez ",2,"France","Other Red",92,39.99
"Mulderbosch Faithful Hound ",4,"South Africa","Other Red",89,19.99
"Chateau Rauzan Segla ",2,"France","Other Red",98,145
"Chateau Pape Clement (Futures Pre-sale) ",4,"France","Other Red",95,79.99
"Chateau Montrose ",2,"France","Other Red",100,269
"Chateau de Pez ",2,"France","Other Red",92,39.99
"Mulderbosch Faithful Hound ",4,"South Africa","Other Red",89,19.99
"Chateau Rauzan Segla ",2,"France","Other Red",98,145
"Chateau Magdelaine ",3,"France","Other Red",94,79.99
"Domaine de Chevalier ",1,"France","Other Red",97,89.99
"Chateau Clos des Jacobins (Futures Pre-sale) ",4,"France","Other Red",93,25.99
"Chateau de Pez ",2,"France","Other Red",92,39.99
"Mulderbosch Faithful Hound ",4,"South Africa","Other Red",89,19.99
"Chateau Rauzan Segla ",2,"France","Other Red",98,145
"Chateau Magdelaine ",3,"France","Other Red",94,79.99
"Domaine de Chevalier ",1,"France","Other Red",97,89.99
"Chateau Clos des Jacobins (Futures Pre-sale) ",4,"France","Other Red",93,25.99
"Chateau Grand Mayne (Futures Pre-sale) ",4,"France","Other Red",93,34.99
"Chateau Baret ",2,"France","Other Red",91,19.99
"Chateau Gloria ",3,"France","Other Red",90,42.99
"Chateau Fourcas Dupre ",2,"France","Other Red",92,19.99
"Mulderbosch Faithful Hound ",4,"South Africa","Other Red",89,19.99
"Chateau Rauzan Segla ",2,"France","Other Red",98,145
"Chateau Magdelaine ",3,"France","Other Red",94,79.99
"Domaine de Chevalier ",1,"France","Other Red",97,89.99
"Chateau Clos des Jacobins (Futures Pre-sale) ",4,"France","Other Red",93,25.99
"Chateau Grand Mayne (Futures Pre-sale) ",4,"France","Other Red",93,34.99
"Chateau Baret ",2,"France","Other Red",91,19.99
"Chateau Gloria ",3,"France","Other Red",90,42.99
"Chateau Fourcas Dupre ",2,"France","Other Red",92,19.99
"Chateau Beausejour Duffau ",3,"France","Other Red",96,97.99
"Chateau Larcis-Ducasse ",4,"France","Other Red",95,64.99
"Chateau Lynch-Bages ",2,"France","Other Red",98,189
"Chateau Rauzan Segla ",2,"France","Other Red",98,145
"Chateau Magdelaine ",3,"France","Other Red",94,79.99
"Domaine de Chevalier ",1,"France","Other Red",97,89.99
"Chateau Clos des Jacobins (Futures Pre-sale) ",4,"France","Other Red",93,25.99
"Chateau Grand Mayne (Futures Pre-sale) ",4,"France","Other Red",93,34.99
"Chateau Baret ",2,"France","Other Red",91,19.99
"Chateau Gloria ",3,"France","Other Red",90,42.99
"Chateau Fourcas Dupre ",2,"France","Other Red",92,19.99
"Chateau Beausejour Duffau ",3,"France","Other Red",96,97.99
"Chateau Larcis-Ducasse ",4,"France","Other Red",95,64.99
"Chateau Lynch-Bages ",2,"France","Other Red",98,189
"Chateau Magdelaine ",3,"France","Other Red",94,79.99
"Domaine de Chevalier ",1,"France","Other Red",97,89.99
"Chateau Clos des Jacobins (Futures Pre-sale) ",4,"France","Other Red",93,25.99
"Chateau Grand Mayne (Futures Pre-sale) ",4,"France","Other Red",93,34.99
"Chateau Baret ",2,"France","Other Red",91,19.99
"Domaine de Chevalier ",1,"France","Other Red",97,89.99
"Chateau Clos des Jacobins (Futures Pre-sale) ",4,"France","Other Red",93,25.99
"Chateau Grand Mayne (Futures Pre-sale) ",4,"France","Other Red",93,34.99
"Chateau Baret ",2,"France","Other Red",91,19.99
"Chateau Gloria ",3,"France","Other Red",90,42.99
"Chateau Fourcas Dupre ",2,"France","Other Red",92,19.99
"Chateau Beausejour Duffau ",3,"France","Other Red",96,97.99
"Chateau Larcis-Ducasse ",4,"France","Other Red",95,64.99
"Chateau Lynch-Bages ",2,"France","Other Red",98,189
"Domaine de Chevalier ",1,"France","Other Red",97,89.99
"Chateau Clos des Jacobins (Futures Pre-sale) ",4,"France","Other Red",93,25.99
"Chateau Grand Mayne (Futures Pre-sale) ",4,"France","Other Red",93,34.99
"Chateau Baret ",2,"France","Other Red",91,19.99
"Chateau Gloria ",3,"France","Other Red",90,42.99
"Chateau Fourcas Dupre ",2,"France","Other Red",92,19.99
"Chateau Beausejour Duffau ",3,"France","Other Red",96,97.99
"Chateau Larcis-Ducasse ",4,"France","Other Red",95,64.99
"Chateau Lynch-Bages ",2,"France","Other Red",98,189
"Chateau Laffitte Laujac ",2,"France","Other Red",90,29.99
"Domaine de Chevalier ",1,"France","Other Red",97,89.99
"Chateau Clos des Jacobins (Futures Pre-sale) ",4,"France","Other Red",93,25.99
"Chateau Grand Mayne (Futures Pre-sale) ",4,"France","Other Red",93,34.99
"Chateau Baret ",2,"France","Other Red",91,19.99
"Chateau Gloria ",3,"France","Other Red",90,42.99
"Chateau Fourcas Dupre ",2,"France","Other Red",92,19.99
"Chateau Beausejour Duffau ",3,"France","Other Red",96,97.99
"Chateau Larcis-Ducasse ",4,"France","Other Red",95,64.99
"Chateau Lynch-Bages ",2,"France","Other Red",98,189
"Chateau Laffitte Laujac ",2,"France","Other Red",90,29.99
"Chateau Leoville Barton ",3,"France","Other Red",95,77.99
"Chateau Grand Mayne (Futures Pre-sale) ",4,"France","Other Red",93,34.99
"Chateau Baret ",2,"France","Other Red",91,19.99
"Chateau Gloria ",3,"France","Other Red",90,42.99
"Chateau Fourcas Dupre ",2,"France","Other Red",92,19.99
"Chateau Beausejour Duffau ",3,"France","Other Red",96,97.99
"Chateau Larcis-Ducasse ",4,"France","Other Red",95,64.99
"Chateau Lynch-Bages ",2,"France","Other Red",98,189
"Chateau Laffitte Laujac ",2,"France","Other Red",90,29.99
"Chateau Leoville Barton ",3,"France","Other Red",95,77.99
"Chateau Gracia ",3,"France","Other Red",95,129
"Chateau Baret ",2,"France","Other Red",91,19.99
"Chateau Gloria ",3,"France","Other Red",90,42.99
"Chateau Fourcas Dupre ",2,"France","Other Red",92,19.99
"Chateau Beausejour Duffau ",3,"France","Other Red",96,97.99
"Chateau Larcis-Ducasse ",4,"France","Other Red",95,64.99
"Chateau Lynch-Bages ",2,"France","Other Red",98,189
"Chateau Laffitte Laujac ",2,"France","Other Red",90,29.99
"Chateau Gloria ",3,"France","Other Red",90,42.99
"Chateau Fourcas Dupre ",2,"France","Other Red",92,19.99
"Chateau Beausejour Duffau ",3,"France","Other Red",96,97.99
"Chateau Larcis-Ducasse ",4,"France","Other Red",95,64.99
"Chateau Lynch-Bages ",2,"France","Other Red",98,189
"Chateau Laffitte Laujac ",2,"France","Other Red",90,29.99
"Chateau Leoville Barton ",3,"France","Other Red",95,77.99
"Chateau Gracia ",3,"France","Other Red",95,129
"Tenuta dell'Ornellaia ",3,"Italy","Other Red",97,219
"Chateau Franc Mayne ",1,"France","Other Red",93,34.99
"Chateau Beausejour Duffau ",3,"France","Other Red",96,97.99
"Chateau Larcis-Ducasse ",4,"France","Other Red",95,64.99
"Chateau Lynch-Bages ",2,"France","Other Red",98,189
"Chateau Laffitte Laujac ",2,"France","Other Red",90,29.99
"Chateau Leoville Barton ",3,"France","Other Red",95,77.99
"Chateau Gracia ",3,"France","Other Red",95,129
"Tenuta dell'Ornellaia ",3,"Italy","Other Red",97,219
"Chateau Leoville Poyferre ",1,"France","Other Red",100,249
"Chateau Franc Mayne ",1,"France","Other Red",93,34.99
"Pyramid Valley Howell Cabernet Franc ",3,"New Zealand","Other Red",92,39.99
"Maison L'Envoye Morgon Cote du Py ",4,"France","Other Red",91,15.99
"Maison L'Envoye Morgon Cote du Py ",4,"France","Other Red",91,15.99
"Maison L'Envoye Morgon Cote du Py ",4,"France","Other Red",91,15.99
"Maison L'Envoye Morgon Cote du Py ",4,"France","Other Red",91,15.99
"Clarendon Hills Kangarilla Grenache ",0,"Australia","Other Red",95,39.99
"Clarendon Hills Kangarilla Grenache ",0,"Australia","Other Red",95,39.99
"Clarendon Hills Kangarilla Grenache ",0,"Australia","Other Red",95,39.99
"Clarendon Hills Kangarilla Grenache ",0,"Australia","Other Red",95,39.99
"Clarendon Hills Kangarilla Grenache ",0,"Australia","Other Red",95,39.99
"Clarendon Hills Kangarilla Grenache ",0,"Australia","Other Red",95,39.99
"Clarendon Hills Kangarilla Grenache ",0,"Australia","Other Red",95,39.99
"Guigal Gigondas Rouge ",2,"France","Other Red",91,32.99
"Guigal Gigondas Rouge ",2,"France","Other Red",91,32.99
"Guigal Gigondas Rouge ",2,"France","Other Red",91,32.99
"Guigal Gigondas Rouge ",2,"France","Other Red",91,32.99
"Guigal Gigondas Rouge ",2,"France","Other Red",91,32.99
"Guigal Gigondas Rouge ",2,"France","Other Red",91,32.99
"Twelftree Blewitt Springs Grenache ",2,"Australia","Other Red",94,44.99
"Guigal Gigondas Rouge ",2,"France","Other Red",91,32.99
"Twelftree Blewitt Springs Grenache ",2,"Australia","Other Red",94,44.99
"Guigal Gigondas Rouge ",2,"France","Other Red",91,32.99
"Twelftree Blewitt Springs Grenache ",2,"Australia","Other Red",94,44.99
"Twelftree Blewitt Springs Grenache ",2,"Australia","Other Red",94,44.99
"Twelftree Blewitt Springs Grenache ",2,"Australia","Other Red",94,44.99
"Twelftree Blewitt Springs Grenache ",2,"Australia","Other Red",94,44.99
"Massolino Barolo ",2,"Italy","Other Red",94,48.99
"Pio Cesare Barolo ",2,"Italy","Other Red",95,59.99
"Rocche Costamagna Barolo Rocche dell'Annunziata ",1,"Italy","Other Red",93,34.99
"Gaja Sperss ",2,"Italy","Other Red",97,239
"Rocche Costamagna Barolo Rocche dell'Annunziata ",1,"Italy","Other Red",93,34.99
"Gaja Sperss ",2,"Italy","Other Red",97,239
"Rocche Costamagna Barolo Rocche dell'Annunziata ",1,"Italy","Other Red",93,34.99
"Gaja Sperss ",2,"Italy","Other Red",97,239
"Rocche Costamagna Barolo Rocche dell'Annunziata ",1,"Italy","Other Red",93,34.99
"Gaja Sperss ",2,"Italy","Other Red",97,239
"Rocche Costamagna Barolo Rocche dell'Annunziata ",1,"Italy","Other Red",93,34.99
"Gaja Sperss ",2,"Italy","Other Red",97,239
"Rocche Costamagna Barolo Rocche dell'Annunziata ",1,"Italy","Other Red",93,34.99
"Gaja Sperss ",2,"Italy","Other Red",97,239
"Damilano Marghe Nebbiolo Langhe ",4,"Italy","Other Red",90,19.99
"Damilano Marghe Nebbiolo Langhe ",4,"Italy","Other Red",90,19.99
"Marchesi di Gresy Nebbiolo Martinenga ",5,"Italy","Other Red",90,22.99
"Marchesi di Gresy Nebbiolo Martinenga ",5,"Italy","Other Red",90,22.99
"Marchesi di Gresy Nebbiolo Martinenga ",5,"Italy","Other Red",90,22.99
"Domenico Clerico Barolo Ciabot Mentin Ginestra ",0,"Italy","Other Red",96,69.99
"Marcarini Barolo Brunate ",2,"Italy","Other Red",94,55.99
"Marchesi di Gresy Nebbiolo Martinenga ",5,"Italy","Other Red",90,22.99
"Marchesi di Gresy Nebbiolo Martinenga ",5,"Italy","Other Red",90,22.99
"Domenico Clerico Barolo Ciabot Mentin Ginestra ",0,"Italy","Other Red",96,69.99
"Marcarini Barolo Brunate ",2,"Italy","Other Red",94,55.99
"Marchesi di Gresy Nebbiolo Martinenga ",5,"Italy","Other Red",90,22.99
"Domenico Clerico Barolo Ciabot Mentin Ginestra ",0,"Italy","Other Red",96,69.99
"Marcarini Barolo Brunate ",2,"Italy","Other Red",94,55.99
"Marchesi di Gresy Nebbiolo Martinenga ",5,"Italy","Other Red",90,22.99
"Domenico Clerico Barolo Ciabot Mentin Ginestra ",0,"Italy","Other Red",96,69.99
"Marcarini Barolo Brunate ",2,"Italy","Other Red",94,55.99
"Marchesi di Gresy Nebbiolo Martinenga ",5,"Italy","Other Red",90,22.99
"Domenico Clerico Barolo Ciabot Mentin Ginestra ",0,"Italy","Other Red",96,69.99
"Marcarini Barolo Brunate ",2,"Italy","Other Red",94,55.99
"Marchesi di Gresy Nebbiolo Martinenga ",5,"Italy","Other Red",90,22.99
"Domenico Clerico Barolo Ciabot Mentin Ginestra ",0,"Italy","Other Red",96,69.99
"Marcarini Barolo Brunate ",2,"Italy","Other Red",94,55.99
"Marcarini Barolo Brunate ",2,"Italy","Other Red",94,55.99
"Marchesi di Barolo Barolo Cannubi ",0,"Italy","Other Red",96,89
"Domenico Clerico Barolo Ciabot Mentin Ginestra ",0,"Italy","Other Red",96,69.99
"Marchesi di Barolo Barolo Cannubi ",0,"Italy","Other Red",96,89
"Domenico Clerico Barolo Ciabot Mentin Ginestra ",0,"Italy","Other Red",96,69.99
"Marcarini Barolo Brunate ",2,"Italy","Other Red",94,55.99
"Marcarini Barolo Brunate ",2,"Italy","Other Red",94,55.99
"Tasca d'Almerita Lamuri Nero d'Avola Sicilia ",4,"Italy","Other Red",91,19.99
"Tasca d'Almerita Lamuri Nero d'Avola Sicilia ",4,"Italy","Other Red",91,19.99
"Tasca d'Almerita Lamuri Nero d'Avola Sicilia ",4,"Italy","Other Red",91,19.99
"Tasca d'Almerita Lamuri Nero d'Avola Sicilia ",4,"Italy","Other Red",91,19.99
"Tasca d'Almerita Lamuri Nero d'Avola Sicilia ",4,"Italy","Other Red",91,19.99
"Tasca d'Almerita Lamuri Nero d'Avola Sicilia ",4,"Italy","Other Red",91,19.99
"Tasca d'Almerita Lamuri Nero d'Avola Sicilia ",4,"Italy","Other Red",91,19.99
"Brancaia Tre ",3,"Italy","Other Red",95,17.99
"Tenuta Sette Ponti Oreno ",4,"Italy","Other Red",97,64.99
"Di Majo Norante Ramitello Rosso ",3,"Italy","Other Red",90,12.99
"Antinori Villa Toscana ",3,"Italy","Other Red",90,21.99
"Fattoria del Cerro Rosso di Montepulciano ",4,"Italy","Other Red",90,12.99
"Monte Antico Rosso ",1,"Italy","Other Red",90,11.99
"Pepperjack Barossa Red Blend ",4,"Australia","Other Red",93,21.99
"Pepperjack Barossa Red Blend ",4,"Australia","Other Red",93,21.99
"Frescobaldi Remole Toscana Rosso ",5,"Italy","Other Red",88,11.99
"Poggio al Tesoro Mediterra ",2,"Italy","Other Red",91,19.99
"Antinori Guado al Tasso ",3,"Italy","Other Red",95,99
"Luce Della Vite Lucente ",4,"Italy","Other Red",92,28.99
"Pepperjack Barossa Red Blend ",4,"Australia","Other Red",93,21.99
"Frescobaldi Remole Toscana Rosso ",5,"Italy","Other Red",88,11.99
"Poggio al Tesoro Mediterra ",2,"Italy","Other Red",91,19.99
"Antinori Guado al Tasso ",3,"Italy","Other Red",95,99
"Luce Della Vite Lucente ",4,"Italy","Other Red",92,28.99
"Allegrini Palazzo della Torre ",2,"Italy","Other Red",90,19.99
"Pepperjack Barossa Red Blend ",4,"Australia","Other Red",93,21.99
"Frescobaldi Remole Toscana Rosso ",5,"Italy","Other Red",88,11.99
"Poggio al Tesoro Mediterra ",2,"Italy","Other Red",91,19.99
"Antinori Guado al Tasso ",3,"Italy","Other Red",95,99
"Luce Della Vite Lucente ",4,"Italy","Other Red",92,28.99
"Poggio al Tesoro Mediterra ",2,"Italy","Other Red",91,19.99
"Antinori Guado al Tasso ",3,"Italy","Other Red",95,99
"Luce Della Vite Lucente ",4,"Italy","Other Red",92,28.99
"Allegrini Palazzo della Torre ",2,"Italy","Other Red",90,19.99
"Pepperjack Barossa Red Blend ",4,"Australia","Other Red",93,21.99
"Frescobaldi Remole Toscana Rosso ",5,"Italy","Other Red",88,11.99
"Poggio al Tesoro Mediterra ",2,"Italy","Other Red",91,19.99
"Antinori Guado al Tasso ",3,"Italy","Other Red",95,99
"Luce Della Vite Lucente ",4,"Italy","Other Red",92,28.99
"Pepperjack Barossa Red Blend ",4,"Australia","Other Red",93,21.99
"Frescobaldi Remole Toscana Rosso ",5,"Italy","Other Red",88,11.99
"Poggio al Tesoro Mediterra ",2,"Italy","Other Red",91,19.99
"Antinori Guado al Tasso ",3,"Italy","Other Red",95,99
"Luce Della Vite Lucente ",4,"Italy","Other Red",92,28.99
"Allegrini Palazzo della Torre ",2,"Italy","Other Red",90,19.99
"Pepperjack Barossa Red Blend ",4,"Australia","Other Red",93,21.99
"Frescobaldi Remole Toscana Rosso ",5,"Italy","Other Red",88,11.99
"Allegrini Palazzo della Torre ",2,"Italy","Other Red",90,19.99
"Querciabella Mongrana ",2,"Italy","Other Red",90,19.99
"Antinori Guado al Tasso Il Bruciato ",4,"Italy","Other Red",91,29.99
"Querciabella Mongrana ",2,"Italy","Other Red",90,19.99
"Antinori Guado al Tasso Il Bruciato ",4,"Italy","Other Red",91,29.99
"Querciabella Mongrana ",2,"Italy","Other Red",90,19.99
"Antinori Guado al Tasso Il Bruciato ",4,"Italy","Other Red",91,29.99
"Tenuta San Guido Sassicaia ",3,"Italy","Other Red",95,229
"Heartland Spice Trader Shiraz Cabernet Sauvignon ",4,"Australia","Other Red",90,16.99
"Antinori Guado al Tasso Il Bruciato ",4,"Italy","Other Red",91,29.99
"Tenuta San Guido Sassicaia ",3,"Italy","Other Red",95,229
"Heartland Spice Trader Shiraz Cabernet Sauvignon ",4,"Australia","Other Red",90,16.99
"Il Molino di Grace Il Volano ",2,"Italy","Other Red",90,14.99
"Antinori Guado al Tasso Il Bruciato ",4,"Italy","Other Red",91,29.99
"Tenuta San Guido Sassicaia ",3,"Italy","Other Red",95,229
"Heartland Spice Trader Shiraz Cabernet Sauvignon ",4,"Australia","Other Red",90,16.99
"Il Molino di Grace Il Volano ",2,"Italy","Other Red",90,14.99
"Banfi Centine Toscana ",4,"Italy","Other Red",90,12.99
"Tenuta San Guido Sassicaia ",3,"Italy","Other Red",95,229
"Heartland Spice Trader Shiraz Cabernet Sauvignon ",4,"Australia","Other Red",90,16.99
"Il Molino di Grace Il Volano ",2,"Italy","Other Red",90,14.99
"Banfi Centine Toscana ",4,"Italy","Other Red",90,12.99
"Tenuta San Guido Sassicaia ",3,"Italy","Other Red",95,229
"Heartland Spice Trader Shiraz Cabernet Sauvignon ",4,"Australia","Other Red",90,16.99
"Il Molino di Grace Il Volano ",2,"Italy","Other Red",90,14.99
"Tenuta San Guido Sassicaia ",3,"Italy","Other Red",95,229
"Heartland Spice Trader Shiraz Cabernet Sauvignon ",4,"Australia","Other Red",90,16.99
"Il Molino di Grace Il Volano ",2,"Italy","Other Red",90,14.99
"Banfi Centine Toscana ",4,"Italy","Other Red",90,12.99
"Tenuta San Guido Sassicaia ",3,"Italy","Other Red",95,229
"Heartland Spice Trader Shiraz Cabernet Sauvignon ",4,"Australia","Other Red",90,16.99
"Il Molino di Grace Il Volano ",2,"Italy","Other Red",90,14.99
"Banfi Centine Toscana ",4,"Italy","Other Red",90,12.99
"Yalumba The Scribbler ",3,"Australia","Other Red",89,19.99
"Il Molino di Grace Il Volano ",2,"Italy","Other Red",90,14.99
"Banfi Centine Toscana ",4,"Italy","Other Red",90,12.99
"Yalumba The Scribbler ",3,"Australia","Other Red",89,19.99
"Il Molino di Grace Il Volano ",2,"Italy","Other Red",90,14.99
"Banfi Centine Toscana ",4,"Italy","Other Red",90,12.99
"Yalumba The Scribbler ",3,"Australia","Other Red",89,19.99
"Poggio al Tufo Rompicollo ",4,"Italy","Other Red",93,17.99
"Tenuta La Badiola 642 Maremma Toscana ",3,"Italy","Other Red",90,16.99
"Banfi Centine Toscana ",4,"Italy","Other Red",90,12.99
"Il Molino di Grace Il Volano ",2,"Italy","Other Red",90,14.99
"Banfi Centine Toscana ",4,"Italy","Other Red",90,12.99
"Poggio al Tufo Rompicollo ",4,"Italy","Other Red",93,17.99
"Tenuta La Badiola 642 Maremma Toscana ",3,"Italy","Other Red",90,16.99
"Banfi Centine Toscana ",4,"Italy","Other Red",90,12.99
"Yalumba The Scribbler ",3,"Australia","Other Red",89,19.99
"Poggio al Tufo Rompicollo ",4,"Italy","Other Red",93,17.99
"Tenuta La Badiola 642 Maremma Toscana ",3,"Italy","Other Red",90,16.99
"Yalumba The Scribbler ",3,"Australia","Other Red",89,19.99
"Masi Costasera Amarone Classico ",2,"Italy","Other Red",95,49.99
"Zaccagnini Il Vino Dal Tralcetto Montepulciano d'Abruzzo ",3,"Italy","Other Red",91,15.99
"Tommasi Ripasso Valpolicella ",4,"Italy","Other Red",90,24.99
"Tommasi Ripasso Valpolicella ",4,"Italy","Other Red",90,24.99
"Zenato Valpolicella Superiore Ripassa ",2,"Italy","Other Red",92,29.99
"Tommasi Ripasso Valpolicella ",4,"Italy","Other Red",90,24.99
"Zenato Valpolicella Superiore Ripassa ",2,"Italy","Other Red",92,29.99
"Tommasi Ripasso Valpolicella ",4,"Italy","Other Red",90,24.99
"Zenato Valpolicella Superiore Ripassa ",2,"Italy","Other Red",92,29.99
"Azienda Bisceglia Aglianico del Vulture Gudarra ",1,"Italy","Other Red",91,23.99
"Tommasi Ripasso Valpolicella ",4,"Italy","Other Red",90,24.99
"Tommasi Ripasso Valpolicella ",4,"Italy","Other Red",90,24.99
"Zenato Valpolicella Superiore Ripassa ",2,"Italy","Other Red",92,29.99
"Tommasi Ripasso Valpolicella ",4,"Italy","Other Red",90,24.99
"Zenato Valpolicella Superiore Ripassa ",2,"Italy","Other Red",92,29.99
"Azienda Bisceglia Aglianico del Vulture Gudarra ",1,"Italy","Other Red",91,23.99
"Tedeschi Amarone della Valpolicella ",1,"Italy","Other Red",91,54.99
"Tommasi Ripasso Valpolicella ",4,"Italy","Other Red",90,24.99
"Zenato Valpolicella Superiore Ripassa ",2,"Italy","Other Red",92,29.99
"Azienda Bisceglia Aglianico del Vulture Gudarra ",1,"Italy","Other Red",91,23.99
"Tedeschi Amarone della Valpolicella ",1,"Italy","Other Red",91,54.99
"Zenato Valpolicella Superiore Ripassa ",2,"Italy","Other Red",92,29.99
"Azienda Bisceglia Aglianico del Vulture Gudarra ",1,"Italy","Other Red",91,23.99
"Tedeschi Amarone della Valpolicella ",1,"Italy","Other Red",91,54.99
"Zenato Valpolicella Superiore Ripassa ",2,"Italy","Other Red",92,29.99
"Azienda Bisceglia Aglianico del Vulture Gudarra ",1,"Italy","Other Red",91,23.99
"Tedeschi Amarone della Valpolicella ",1,"Italy","Other Red",91,54.99
"Zenato Valpolicella Superiore Ripassa ",2,"Italy","Other Red",92,29.99
"Azienda Bisceglia Aglianico del Vulture Gudarra ",1,"Italy","Other Red",91,23.99
"Tedeschi Amarone della Valpolicella ",1,"Italy","Other Red",91,54.99
"Azienda Bisceglia Aglianico del Vulture Gudarra ",1,"Italy","Other Red",91,23.99
"Tedeschi Amarone della Valpolicella ",1,"Italy","Other Red",91,54.99
"Azienda Bisceglia Aglianico del Vulture Gudarra ",1,"Italy","Other Red",91,23.99
"Domaine du Gour de Chaule Gigondas Cuvee Tradition ",2,"France","Other Red",94,34.99
"Guigal Cotes du Rhone Rouge ",3,"France","Other Red",90,14.99
"Louis Bernard Cotes du Rhone Villages ",4,"France","Other Red",90,9.99
"Bila-Haut by Michel Chapoutier Bila-Haut Cotes du Roussillon-Villages ",4,"France","Other Red",91,13.99
"Rustom Farm Pughouse Shiraz Grenache ",0,"Australia","Other Red",91,19.99
"Rustom Farm Pughouse Shiraz Grenache ",0,"Australia","Other Red",91,19.99
"d'Arenberg Stump Jump Red ",3,"Australia","Other Red",89,10.99
"Rustom Farm Pughouse Shiraz Grenache ",0,"Australia","Other Red",91,19.99
"d'Arenberg Stump Jump Red ",3,"Australia","Other Red",89,10.99
"Rustom Farm Pughouse Shiraz Grenache ",0,"Australia","Other Red",91,19.99
"d'Arenberg Stump Jump Red ",3,"Australia","Other Red",89,10.99
"d'Arenberg Stump Jump Red ",3,"Australia","Other Red",89,10.99
"Tardieu-Laurent Chateauneuf-du-Pape ",1,"France","Other Red",93,39.99
"d'Arenberg d'Arrys Original Shiraz/Grenache ",2,"Australia","Other Red",91,19.99
"Rustom Farm Pughouse Shiraz Grenache ",0,"Australia","Other Red",91,19.99
"d'Arenberg Stump Jump Red ",3,"Australia","Other Red",89,10.99
"Rustom Farm Pughouse Shiraz Grenache ",0,"Australia","Other Red",91,19.99
"d'Arenberg Stump Jump Red ",3,"Australia","Other Red",89,10.99
"Rustom Farm Pughouse Shiraz Grenache ",0,"Australia","Other Red",91,19.99
"Gerard Bertrand Syrah-Carignan Minervois ",3,"France","Other Red",90,17.99
"Bila-Haut by Michel Chapoutier Occultum Lapidem ",4,"France","Other Red",94,29.99
"Vieille Julienne Chateauneuf-du-Pape ",1,"France","Other Red",95,59.99
"Domaine du Vieux Lazaret Chateauneuf-du-Pape (375ML half-bottle) ",3,"France","Other Red",89,17.99
"Gerard Bertrand Syrah-Carignan Minervois ",3,"France","Other Red",90,17.99
"Bila-Haut by Michel Chapoutier Occultum Lapidem ",4,"France","Other Red",94,29.99
"Vieille Julienne Chateauneuf-du-Pape ",1,"France","Other Red",95,59.99
"Bila-Haut by Michel Chapoutier Occultum Lapidem ",4,"France","Other Red",94,29.99
"Vieille Julienne Chateauneuf-du-Pape ",1,"France","Other Red",95,59.99
"Domaine du Vieux Lazaret Chateauneuf-du-Pape (375ML half-bottle) ",3,"France","Other Red",89,17.99
"Domaine du Vieux Lazaret Chateauneuf-du-Pape ",3,"France","Other Red",89,32.99
"Vieille Julienne Chateauneuf-du-Pape ",1,"France","Other Red",95,59.99
"Domaine du Vieux Lazaret Chateauneuf-du-Pape (375ML half-bottle) ",3,"France","Other Red",89,17.99
"Domaine du Vieux Lazaret Chateauneuf-du-Pape ",3,"France","Other Red",89,32.99
"Domaine de Mourchon Cotes du Rhone Villages Seguret Grande Reserve ",3,"France","Other Red",93,22.99
"Torbreck The Steading ",2,"Australia","Other Red",94,39.99
"Vieille Julienne Chateauneuf-du-Pape ",1,"France","Other Red",95,59.99
