student,school,minority,sex,ses,math
1636,2917,Yes,Female,-1.368,5.898
1637,2917,Yes,Female,-1.818,2.191
1638,2917,Yes,Female,-2.328,0.643
1639,2990,No,Male,1.222,21.791
1640,2990,Yes,Male,0.432,21.14
1641,2990,Yes,Male,1.452,22.418
1642,2990,Yes,Male,0.122,20.752
1643,2990,Yes,Male,0.192,23.029
1644,2990,Yes,Male,-0.458,13.969
1645,2990,Yes,Male,1.122,24.993
1646,2990,Yes,Male,-0.178,19.192
1647,2990,Yes,Male,0.092,22.639
1648,2990,Yes,Male,1.452,15.507
1649,2990,No,Male,1.242,20.192
1650,2990,Yes,Male,0.902,24.401
1651,2990,Yes,Male,0.222,17.099
1652,2990,Yes,Male,0.892,22.016
1653,2990,No,Male,1.082,24.401
1654,2990,Yes,Male,-0.598,15.119
1655,2990,No,Male,1.422,13.823
1656,2990,Yes,Male,0.802,21.02
1657,2990,Yes,Male,1.512,16.93
1658,2990,Yes,Male,1.022,20.249
1659,2990,No,Male,0.852,21.345
1660,2990,Yes,Male,-0.928,16.162
1661,2990,Yes,Male,0.852,16.317
1662,2990,No,Male,0.822,22.845
1663,2990,Yes,Male,1.232,19.29
1664,2990,No,Male,0.212,24.479
1665,2990,Yes,Male,-0.428,11.616
1666,2990,Yes,Male,1.212,18.008
1667,2990,Yes,Male,1.112,19.12
1668,2990,Yes,Male,0.142,19.689
1669,2990,No,Male,1.262,23.002
1670,2990,Yes,Male,0.642,18.86
1671,2990,No,Male,-0.768,16.825
1672,2990,Yes,Male,0.552,22.219
1673,2990,No,Male,1.332,18.092
1674,2990,No,Male,0.252,17.209
1675,2990,No,Male,0.262,9.139
1676,2990,Yes,Male,1.262,18.608
1677,2990,Yes,Male,0.792,20.577
1678,2990,No,Male,0.482,13.859
1679,2990,Yes,Male,-0.058,20.682
1680,2990,Yes,Male,1.512,17.246
1681,2990,Yes,Male,1.512,9.574
1682,2990,Yes,Male,-0.288,6.315
1683,2990,No,Male,1.072,17.979
1684,2990,No,Male,1.002,21.396
1685,2990,No,Male,1.332,10.175
1686,2990,Yes,Male,0.242,14.192
1687,2995,Yes,Male,0.042,16.13
1688,2995,Yes,Male,1.832,3.507
1689,2995,No,Female,-0.298,13.641
1690,2995,No,Male,-0.328,9.476
1691,2995,No,Male,-0.438,13.207
1692,2995,No,Female,0.482,16.358
1693,2995,No,Male,0.032,24.107
1694,2995,Yes,Female,-1.408,7.63
1695,2995,No,Female,-1.688,17.47
1696,2995,No,Male,0.532,7.089
1697,2995,Yes,Female,-1.298,3.493
1698,2995,No,Female,0.162,4.933
1699,2995,Yes,Female,-0.938,7.756
1700,2995,No,Male,-1.078,4.244
1701,2995,No,Male,0.762,17.727
1702,2995,No,Female,-0.268,3.066
1703,2995,No,Male,1.112,22.835
1704,2995,No,Female,-0.948,0.635
1705,2995,No,Female,-0.758,8.297
1706,2995,Yes,Male,-0.538,14.608
1707,2995,No,Female,-0.708,7.128
1708,2995,No,Male,0.312,15.14
1709,2995,No,Male,-0.968,2.776
1710,2995,No,Female,-1.688,12.825
1711,2995,No,Male,-0.988,2.98
1712,2995,No,Female,-0.038,19.253
1713,2995,No,Female,-0.998,-0.535
1714,2995,No,Male,0.012,21.935
1715,2995,No,Male,-0.268,10.96
1716,2995,No,Male,0.582,1.31
1717,2995,No,Male,-0.288,0.431
1718,2995,No,Female,-0.838,14.888
1719,2995,Yes,Female,-1.678,9.699
1720,2995,No,Male,0.162,-0.836
1721,2995,No,Female,1.232,8.533
1722,2995,Yes,Male,-1.338,0.495
1723,2995,No,Male,0.982,8.144
1724,2995,No,Male,-0.158,6.445
1725,2995,No,Female,-1.618,19.705
1726,2995,No,Male,-1.278,9.527
1727,2995,Yes,Female,-1.638,-1.009
1728,2995,No,Female,0.792,13.142
1729,2995,No,Male,0.242,18.421
1730,2995,No,Female,0.602,20.998
1731,2995,No,Male,0.662,1.568
1732,2995,No,Female,0.062,-1.011
1733,3013,No,Male,0.022,22.221
1734,3013,No,Male,0.692,21.474
1735,3013,No,Male,-0.478,0.495
1736,3013,No,Female,0.202,1.263
1737,3013,No,Female,0.092,17.047
1738,3013,No,Female,0.002,13.695
1739,3013,No,Male,0.002,20.64
1740,3013,No,Male,0.222,20.633
1741,3013,No,Female,0.412,20.317
1742,3013,No,Male,0.022,7.119
1743,3013,No,Male,-0.598,9.408
1744,3013,No,Male,0.402,17.372
1745,3013,No,Female,0.142,13.491
1746,3013,No,Female,0.262,17.485
1747,3013,No,Male,-0.478,21.485
1748,3013,No,Male,-0.518,11.153
1749,3013,No,Male,0.662,12.377
1750,3013,No,Female,-0.278,3.18
1751,3013,No,Male,0.032,10.309
1752,3013,No,Female,-0.428,16.722
1753,3013,No,Female,-0.968,5.696
1754,3013,No,Male,-0.618,17.717
1755,3013,No,Male,0.252,20.159
1756,3013,No,Male,-0.138,8.732
1757,3013,No,Female,-0.778,-1.1
1758,3013,No,Female,-0.048,10.899
1759,3013,No,Male,-0.398,8.613
1760,3013,No,Male,0.192,15.741
1761,3013,No,Male,0.482,16.495
1762,3013,No,Male,0.312,5.531
1763,3013,No,Male,-0.768,22.377
1764,3013,No,Male,-0.248,7.008
1765,3013,Yes,Female,-0.708,5.229
1766,3013,No,Female,0.372,12.215
1767,3013,No,Female,0.402,14.92
1768,3013,No,Male,0.232,13.009
1769,3013,No,Female,-0.578,-0.008
1770,3013,No,Male,-0.458,15.898
1771,3013,No,Male,0.462,6.993
1772,3013,No,Female,0.102,7.7
1773,3013,No,Male,-0.118,6.428
1774,3013,No,Male,-0.608,12.867
1775,3013,No,Male,0.272,20.811
1776,3013,No,Female,0.512,5.783
1777,3013,No,Female,0.032,18.846
1778,3013,No,Male,0.322,2.285
1779,3013,No,Male,1.022,16.208
1780,3013,No,Male,0.262,22.311
1781,3013,No,Male,-0.188,-1.215
1782,3013,No,Male,-0.168,19.696
1783,3013,No,Female,0.772,22.854
1784,3013,No,Male,-0.998,15.408
1785,3013,No,Male,-0.948,14.382
1786,3020,No,Female,-0.308,5.137
1787,3020,No,Female,-1.098,9.819
1788,3020,Yes,Female,-1.158,20.025
1789,3020,No,Female,0.902,22.012
1790,3020,No,Female,0.692,16.083
1791,3020,No,Female,0.682,21.474
1792,3020,No,Female,0.342,17.756
1793,3020,No,Female,0.772,19.702
1794,3020,No,Female,0.682,11.789
1795,3020,No,Female,-0.118,7.395
1796,3020,No,Female,1.032,12.158
1797,3020,No,Female,-0.498,11.461
1798,3020,No,Female,-1.258,4.094
1799,3020,No,Female,-0.468,10.755
1800,3020,No,Female,-0.148,21.164
1801,3020,No,Female,0.132,15.936
1802,3020,No,Female,0.482,14.254
1803,3020,No,Female,-0.538,14.128
1804,3020,No,Female,0.902,16.42
1805,3020,No,Female,0.222,17.291
1806,3020,No,Female,0.212,22.245
1807,3020,No,Female,1.182,24.319
1808,3020,No,Female,-0.968,24.993
1809,3020,No,Female,0.152,22.781
1810,3020,No,Female,-0.398,16.205
1811,3020,Yes,Female,1.032,16.67
1812,3020,No,Female,-0.308,14.069
1813,3020,No,Female,0.692,17.839
1814,3020,No,Female,0.712,-2.528
1815,3020,No,Female,0.212,13.555
1816,3020,No,Female,0.572,21.011
1817,3020,No,Female,-0.278,8.057
1818,3020,No,Female,0.932,17.393
1819,3020,No,Female,0.662,14.94
1820,3020,No,Female,-1.128,11.591
1821,3020,No,Female,0.942,8.656
1822,3020,No,Female,1.152,3.571
1823,3020,No,Female,-0.258,10.857
1824,3020,No,Female,0.052,6.151
1825,3020,No,Female,0.262,13.335
1826,3020,No,Female,0.132,21.468
1827,3020,No,Female,-0.718,3.617
1828,3020,No,Female,-0.548,22.151
1829,3020,No,Female,1.092,17.699
1830,3020,No,Female,0.232,18.828
1831,3020,No,Female,0.702,17.757
1832,3020,No,Female,0.842,10.247
1833,3020,No,Female,0.612,20.066
1834,3020,No,Female,0.582,19.287
1835,3020,No,Female,0.232,17.706
1836,3020,No,Male,0.942,13.261
1837,3020,No,Female,0.602,9.664
1838,3020,No,Female,-0.148,18.686
1839,3020,No,Female,-0.078,-0.451
1840,3020,No,Female,0.942,20.069
1841,3020,No,Female,0.212,17.39
1842,3020,No,Female,1.182,13.656
1843,3020,No,Female,0.012,2.172
1844,3020,No,Female,0.072,11.485
1845,3039,No,Male,-0.248,22.522
1846,3039,Yes,Male,0.242,16.08
1847,3039,Yes,Male,-0.678,21.175
1848,3039,No,Male,1.042,22.989
1849,3039,Yes,Male,-0.528,10.546
1850,3039,No,Male,1.192,16.267
1851,3039,Yes,Male,0.202,4.395
1852,3039,No,Male,0.942,15.792
1853,3039,No,Male,1.122,20.051
1854,3039,No,Male,1.002,18.331
1855,3039,No,Male,1.342,20.458
1856,3039,Yes,Male,0.082,12.246
1857,3039,No,Male,-0.908,7.748
1858,3039,No,Male,0.232,24.812
1859,3039,No,Male,0.002,17.491
1860,3039,Yes,Male,0.942,19.167
1861,3039,No,Male,0.982,20.082
1862,3039,No,Male,-0.558,14.116
1863,3039,Yes,Male,-0.388,17.908
1864,3039,No,Male,0.882,23.09
1865,3039,Yes,Male,0.402,10.975
1866,3088,No,Female,0.352,13.758
1867,3088,No,Female,0.702,22.091
1868,3088,Yes,Female,-0.438,4.23
1869,3088,No,Female,-0.038,15.095
1870,3088,Yes,Female,0.292,11.913
1871,3088,Yes,Female,-0.138,10.447
1872,3088,Yes,Female,-0.138,0.363
1873,3088,Yes,Female,-0.458,11.141
1874,3088,Yes,Female,-0.628,8.298
1875,3088,Yes,Male,0.412,2.38
1876,3088,Yes,Male,-1.788,4.838
1877,3088,Yes,Male,-0.708,4.5
1878,3088,Yes,Male,0.552,14.97
1879,3088,No,Male,0.792,4.896
1880,3088,No,Male,-1.038,12.177
1881,3088,Yes,Male,-0.778,14.987
1882,3088,Yes,Male,-1.548,1.314
1883,3088,No,Male,0.082,4.007
1884,3088,No,Male,0.602,17.404
1885,3088,Yes,Male,-1.668,17.599
1886,3088,Yes,Male,-1.098,8.139
1887,3088,No,Male,-0.998,3.242
1888,3088,Yes,Male,-0.858,0.036
1889,3088,Yes,Male,0.672,2.211
1890,3088,No,Male,0.522,5.27
1891,3088,No,Female,-0.138,7.731
1892,3088,Yes,Female,-1.078,6.953
1893,3088,Yes,Female,-2.508,4.635
1894,3088,No,Female,0.032,18.384
1895,3088,Yes,Female,-1.818,6.92
1896,3088,No,Female,0.002,4.828
1897,3088,No,Female,-0.418,16.941
1898,3088,Yes,Female,-0.988,8.339
1899,3088,Yes,Female,-0.848,4.784
1900,3088,No,Female,-0.338,19.106
1901,3088,No,Female,-0.408,8.896
1902,3088,Yes,Female,-1.458,3.027
1903,3088,Yes,Male,-0.628,14.065
1904,3088,No,Male,-0.498,16.773
1905,3152,No,Female,0.012,12.032
1906,3152,No,Female,0.882,16.855
1907,3152,No,Female,-1.138,8.486
1908,3152,No,Female,0.542,5.826
1909,3152,No,Male,0.612,12.818
1910,3152,No,Male,0.792,24.993
1911,3152,No,Female,0.612,23.08
1912,3152,No,Male,-1.368,13.592
1913,3152,No,Male,0.662,14.926
1914,3152,No,Female,1.072,17.58
1915,3152,No,Female,1.172,13.564
1916,3152,No,Male,0.762,24.993
1917,3152,No,Female,-0.778,8.789
1918,3152,No,Male,0.952,23.127
1919,3152,No,Female,0.652,12.714
1920,3152,No,Male,0.482,18.934
1921,3152,No,Male,-0.268,6.466
1922,3152,No,Male,-1.018,18.051
1923,3152,No,Male,-0.258,22.254
1924,3152,No,Male,-0.418,13.128
1925,3152,No,Male,0.842,23.818
1926,3152,No,Female,-1.368,1.439
1927,3152,No,Female,-0.138,5.576
1928,3152,No,Female,-0.298,19.71
1929,3152,No,Female,-0.428,-2.094
1930,3152,No,Male,0.702,2.986
1931,3152,No,Female,0.822,22.553
1932,3152,Yes,Male,0.832,1.791
1933,3152,No,Male,-0.848,19.482
1934,3152,Yes,Female,0.782,2.982
1935,3152,No,Male,1.212,14.932
1936,3152,No,Female,-0.778,8.491
1937,3152,No,Male,0.652,22.344
1938,3152,No,Female,-1.038,20.36
1939,3152,No,Male,-0.628,15.751
1940,3152,No,Male,1.202,19.572
1941,3152,Yes,Male,-1.298,6.251
1942,3152,No,Female,-0.908,10.161
1943,3152,No,Male,-0.218,20.953
1944,3152,No,Female,-0.508,7.024
1945,3152,No,Female,0.332,12.152
1946,3152,Yes,Male,-0.278,16.213
1947,3152,No,Female,-0.648,9.781
1948,3152,No,Male,0.202,-2.5
1949,3152,No,Male,-1.258,14.184
1950,3152,No,Female,-0.168,-1.237
1951,3152,No,Female,1.262,15.562
1952,3152,No,Male,-1.128,9.519
1953,3152,No,Female,-0.788,7.537
1954,3152,No,Female,-0.938,12.144
1955,3152,No,Female,1.262,18.943
1956,3152,No,Female,1.212,18.282
1957,3332,No,Male,0.822,11.922
1958,3332,No,Female,0.952,16.781
1959,3332,No,Female,-0.218,22.317
1960,3332,No,Male,1.292,23.054
1961,3332,No,Female,0.372,0.996
1962,3332,No,Male,0.292,13.306
1963,3332,No,Female,0.532,21.848
1964,3332,No,Female,0.302,2.204
1965,3332,No,Female,-0.468,12.782
1966,3332,No,Female,0.882,16.163
1967,3332,No,Female,1.362,15.93
1968,3332,No,Female,0.752,19.805
1969,3332,No,Male,-0.178,23.054
1970,3332,No,Male,0.532,22.661
1971,3332,No,Male,-0.328,11.461
1972,3332,No,Female,0.062,6.246
1973,3332,No,Male,1.122,24.993
1974,3332,No,Female,1.142,14.997
1975,3332,No,Female,1.042,13.567
1976,3332,No,Male,0.832,22.856
1977,3332,No,Male,1.362,10.06
1978,3332,No,Female,-0.188,5.719
1979,3332,No,Female,0.022,7.341
1980,3332,No,Female,-0.248,17.632
1981,3332,No,Female,0.672,15.569
1982,3332,No,Female,0.082,7.554
1983,3332,No,Female,0.972,16.206
1984,3332,No,Male,1.172,9.355
1985,3332,No,Female,-0.628,11.531
1986,3332,No,Male,1.212,7.41
1987,3332,No,Female,1.012,23.619
1988,3332,No,Female,1.262,10.749
1989,3332,No,Female,1.162,18.119
1990,3332,No,Female,0.762,22.896
1991,3332,No,Male,0.762,3.628
1992,3332,No,Male,0.882,13.063
1993,3332,No,Male,1.342,13.033
1994,3332,No,Female,0.522,12.143
1995,3351,No,Female,0.582,8.879
1996,3351,No,Female,1.372,6.98
1997,3351,Yes,Female,0.372,6.652
1998,3351,Yes,Male,-0.098,4.361
1999,3351,Yes,Male,-1.488,3.377
2000,3351,No,Female,0.262,13.294
2001,3351,Yes,Male,-2.028,4.388
2002,3351,Yes,Male,0.832,4.972
2003,3351,No,Female,0.032,17.262
2004,3351,Yes,Male,0.352,16.297
2005,3351,No,Female,0.532,12.815
2006,3351,No,Female,0.982,13.233
2007,3351,No,Male,-0.188,24.301
2008,3351,No,Female,-0.708,-0.417
2009,3351,No,Female,0.932,13.276
2010,3351,Yes,Female,0.812,5.305
2011,3351,No,Female,0.592,2.781
2012,3351,No,Male,1.422,13.188
2013,3351,No,Male,0.892,14.7
2014,3351,No,Male,1.212,21.054
2015,3351,No,Male,1.392,12.381
2016,3351,Yes,Male,0.342,22.616
2017,3351,Yes,Male,-0.568,5.453
2018,3351,No,Male,1.142,6.41
2019,3351,No,Male,-0.798,14.87
2020,3351,No,Female,-0.018,15.227
2021,3351,No,Female,0.672,-0.598
2022,3351,No,Male,0.432,17.06
2023,3351,No,Male,1.182,22.697
2024,3351,No,Male,1.512,11.147
2025,3351,No,Female,0.512,17.175
2026,3351,No,Female,-0.258,12.905
2027,3351,No,Male,-0.278,14.594
2028,3351,No,Female,1.122,24.993
2029,3351,Yes,Male,-0.798,-1.095
2030,3351,No,Male,0.902,5.637
2031,3351,No,Male,0.512,20.708
2032,3351,Yes,Male,-1.178,10.064
2033,3351,No,Male,0.222,8.2
2034,3377,Yes,Male,-0.938,14.34
2035,3377,Yes,Female,-1.188,5.271
2036,3377,Yes,Male,-0.628,6.933
2037,3377,Yes,Male,-0.948,13.531
2038,3377,Yes,Female,-0.368,2.697
2039,3377,Yes,Male,-0.448,12.221
2040,3377,Yes,Male,-0.908,16.269
2041,3377,Yes,Female,-0.578,0.155
2042,3377,Yes,Male,-0.918,18.275
2043,3377,Yes,Female,-0.788,2.066
2044,3377,Yes,Female,-1.838,7.783
2045,3377,Yes,Female,-1.158,8.285
2046,3377,Yes,Male,-1.248,7.378
2047,3377,Yes,Male,-0.128,5.227
2048,3377,Yes,Male,-0.658,3.486
2049,3377,Yes,Female,0.102,8.869
2050,3377,No,Male,0.792,15.436
2051,3377,Yes,Female,-0.048,-2.832
2052,3377,Yes,Female,-0.648,3.079
2053,3377,Yes,Female,-0.488,6.659
2054,3377,Yes,Male,-0.718,21.669
2055,3377,Yes,Female,-0.688,19.026
2056,3377,Yes,Male,1.092,2.322
2057,3377,No,Female,-1.458,12.873
2058,3377,Yes,Male,0.232,10.538
2059,3377,Yes,Male,-0.918,7.441
2060,3377,Yes,Male,-0.908,9.481
2061,3377,Yes,Female,-1.438,23.116
2062,3377,Yes,Male,-0.138,1.155
2063,3377,Yes,Female,-0.838,20.537
2064,3377,Yes,Male,-0.808,5.404
2065,3377,Yes,Female,-1.088,-0.704
2066,3377,Yes,Female,-0.268,19.052
2067,3377,Yes,Male,-0.378,16.637
2068,3377,Yes,Male,-0.388,14.117
2069,3377,Yes,Female,1.042,0.114
2070,3377,Yes,Female,-0.768,14.413
2071,3377,Yes,Male,-0.088,4.82
2072,3377,Yes,Male,-1.858,5.888
2073,3377,No,Male,0.462,17.617
2074,3377,Yes,Male,-0.498,-0.227
2075,3377,Yes,Male,-2.248,3.833
2076,3377,Yes,Female,-0.178,10.298
2077,3377,Yes,Male,-0.488,-0.009
2078,3377,No,Male,0.022,18.863
2079,3427,No,Male,-0.038,13.874
2080,3427,No,Male,-0.498,13.824
2081,3427,No,Male,0.422,19.372
2082,3427,No,Male,-0.718,21.296
2083,3427,No,Male,-0.258,24.107
2084,3427,No,Male,0.062,20.232
2085,3427,No,Male,0.632,24.401
2086,3427,Yes,Male,-0.678,15.381
2087,3427,No,Male,-0.088,22.779
2088,3427,No,Male,0.862,13.774
2089,3427,No,Male,-0.418,18.072
2090,3427,No,Male,-0.038,15.127
2091,3427,No,Male,1.312,23.163
2092,3427,Yes,Male,1.002,18.013
2093,3427,No,Male,0.862,16.703
2094,3427,No,Male,-0.268,19.561
2095,3427,No,Male,1.312,22.245
2096,3427,No,Male,0.512,21.508
2097,3427,No,Male,-0.418,15.642
2098,3427,No,Male,0.922,22.667
2099,3427,No,Male,0.022,20.877
2100,3427,Yes,Male,-0.018,22.273
2101,3427,No,Male,-0.258,21.828
2102,3427,No,Male,0.432,24.993
2103,3427,No,Male,-0.118,16.374
2104,3427,No,Male,0.622,16.622
2105,3427,No,Male,1.282,13.571
2106,3427,No,Male,1.512,18.049
2107,3427,No,Male,0.062,20.784
2108,3427,No,Male,1.082,16.641
2109,3427,Yes,Male,-0.298,17.28
2110,3427,Yes,Male,-0.158,21.872
2111,3427,No,Male,-0.298,24.812
2112,3427,No,Male,-0.048,22.801
2113,3427,No,Male,0.432,20.961
2114,3427,Yes,Male,-0.908,20.786
2115,3427,No,Male,0.672,20.621
2116,3427,No,Male,-1.288,21.444
2117,3427,No,Male,-0.008,20.319
2118,3427,No,Male,0.422,21.038
2119,3427,No,Male,-0.218,19.8
2120,3427,No,Male,-0.758,23.817
2121,3427,No,Male,0.792,23.83
2122,3427,No,Male,0.482,23.09
2123,3427,No,Male,-1.318,19.606
2124,3427,No,Male,0.172,21.378
2125,3427,No,Male,0.442,12.046
2126,3427,No,Male,-0.168,24.147
2127,3427,No,Male,0.452,12.663
2128,3498,No,Female,1.152,4.259
2129,3498,No,Male,0.702,14.653
2130,3498,No,Male,1.262,3.243
2131,3498,No,Female,-0.078,13.372
2132,3498,No,Male,0.932,14.035
2133,3498,No,Male,1.512,16.807
2134,3498,No,Male,1.022,20.251
2135,3498,No,Male,0.372,19.222
2136,3498,Yes,Female,0.902,18.402
2137,3498,No,Female,0.892,13.488
2138,3498,No,Female,1.222,21.797
2139,3498,No,Male,-0.088,13.707
2140,3498,No,Female,0.682,3.213
2141,3498,No,Female,-1.088,19.8
2142,3498,No,Male,1.282,14.261
2143,3498,No,Female,0.102,4.845
2144,3498,No,Male,0.532,13.094
2145,3498,No,Female,1.182,21.444
2146,3498,No,Female,0.982,21.035
2147,3498,No,Female,-0.148,10.276
2148,3498,No,Male,0.602,19.268
2149,3498,No,Female,0.532,21.366
2150,3498,No,Male,0.272,20.514
2151,3498,No,Female,0.472,15.495
2152,3498,Yes,Male,1.392,19.987
2153,3498,No,Male,0.402,24.076
2154,3498,No,Male,-0.108,19.707
2155,3498,No,Male,0.762,15.019
2156,3498,No,Female,0.572,18.704
2157,3498,No,Male,1.422,20.707
2158,3498,No,Female,-0.098,17.769
2159,3498,No,Female,1.282,12.357
2160,3498,No,Female,1.082,21.051
2161,3498,No,Male,-0.478,18.28
2162,3498,No,Female,0.422,21.539
2163,3498,No,Female,0.042,17.922
2164,3498,Yes,Male,0.832,20.064
2165,3498,No,Male,0.942,19.083
2166,3498,No,Female,0.452,16.85
2167,3498,No,Male,1.372,17.581
2168,3498,No,Female,0.192,10.937
2169,3498,No,Male,-0.188,14.755
2170,3498,No,Male,1.262,11.785
2171,3498,No,Male,0.122,16.289
2172,3498,No,Male,0.062,19.958
2173,3498,No,Male,1.142,19.68
2174,3498,Yes,Female,1.262,15.517
2175,3498,No,Female,0.282,16.848
2176,3498,No,Male,1.012,18.808
2177,3498,No,Male,0.872,21.688
2178,3498,No,Female,0.802,16.686
2179,3498,No,Male,1.122,7.007
2180,3498,No,Male,1.512,20.193
2181,3499,Yes,Female,0.562,15.165
2182,3499,Yes,Female,0.592,10.491
2183,3499,No,Female,-0.748,7.605
2184,3499,No,Female,0.792,17.419
2185,3499,No,Female,0.502,23.294
2186,3499,No,Female,1.342,20.432
2187,3499,No,Female,-0.098,14.298
2188,3499,Yes,Female,1.092,14.418
2189,3499,No,Male,0.752,22.418
2190,3499,Yes,Female,0.762,10.986
2191,3499,No,Female,0.802,13.816
2192,3499,No,Male,0.932,7.846
2193,3499,Yes,Female,0.342,4.769
2194,3499,Yes,Male,1.102,12.938
2195,3499,Yes,Male,-0.278,9.513
2196,3499,Yes,Male,0.412,8.87
2197,3499,Yes,Male,0.842,10.953
2198,3499,No,Male,-0.138,16.741
2199,3499,No,Female,-1.168,19.923
2200,3499,No,Male,1.182,4.237
2201,3499,Yes,Female,-0.458,5.813
2202,3499,No,Female,0.562,22.468
2203,3499,No,Female,1.342,19.258
2204,3499,No,Female,0.932,11.363
2205,3499,No,Male,0.982,4.487
2206,3499,Yes,Female,0.352,12.35
2207,3499,No,Female,0.752,17.867
2208,3499,No,Female,-0.028,15.259
2209,3499,Yes,Male,0.702,17.932
2210,3499,Yes,Female,0.472,17.594
2211,3499,No,Female,-0.028,19.406
2212,3499,Yes,Female,-0.388,7.931
2213,3499,Yes,Female,0.732,10.527
2214,3499,No,Female,0.192,12.543
2215,3499,Yes,Male,-0.238,4.48
2216,3499,Yes,Male,-0.688,12.47
2217,3499,No,Female,1.082,18.148
2218,3499,No,Male,1.242,8.48
2219,3533,Yes,Female,-0.338,1.26
2220,3533,No,Male,0.132,23.168
2221,3533,Yes,Female,-0.348,15.237
2222,3533,No,Female,0.482,2.21
2223,3533,Yes,Female,-0.438,11.038
2224,3533,No,Male,-0.368,4.36
2225,3533,No,Female,0.252,-0.06
2226,3533,No,Female,-0.938,-2.142
2227,3533,Yes,Female,-0.148,2.913
2228,3533,No,Female,-0.818,2.117
2229,3533,Yes,Male,-0.798,17.225
2230,3533,Yes,Female,-0.178,16.494
2231,3533,Yes,Male,0.892,22.969
2232,3533,Yes,Female,-0.398,9.246
2233,3533,Yes,Female,-0.128,18.938
2234,3533,No,Male,0.922,16.73
2235,3533,No,Female,0.472,6.68
2236,3533,No,Female,0.592,2.834
2237,3533,No,Male,-0.588,8.753
2238,3533,No,Male,-0.798,8.167
2239,3533,Yes,Female,-0.838,5.383
2240,3533,No,Female,0.232,0.432
2241,3533,Yes,Female,0.442,17.449
2242,3533,No,Female,-0.218,12.114
2243,3533,No,Female,-0.438,16.069
2244,3533,Yes,Male,0.132,13.543
2245,3533,No,Male,0.372,6.913
2246,3533,Yes,Male,-0.538,17.55
2247,3533,Yes,Female,0.792,-2.582
2248,3533,Yes,Female,0.182,-2.832
2249,3533,No,Female,-0.208,4.25
2250,3533,Yes,Female,0.422,8.456
2251,3533,No,Male,-1.158,18.417
2252,3533,No,Female,0.472,13.957
2253,3533,No,Male,-0.308,4.27
2254,3533,No,Female,-0.008,13.51
2255,3533,No,Female,-0.418,10.121
2256,3533,No,Male,-0.218,17.361
2257,3533,No,Male,-0.618,21.01
2258,3533,No,Male,-0.708,13.419
2259,3533,Yes,Male,-0.778,15.733
2260,3533,Yes,Female,-0.478,21.199
2261,3533,No,Male,0.472,9.87
2262,3533,No,Male,-0.618,13.037
2263,3533,No,Female,0.622,18.261
2264,3533,Yes,Female,0.532,14.916
2265,3533,No,Female,-0.408,4.799
2266,3533,No,Male,-0.628,4.872
2267,3610,Yes,Male,0.632,12.164
2268,3610,No,Female,0.322,16.902
2269,3610,Yes,Female,0.492,14.908
2270,3610,No,Male,-0.108,17.915
2271,3610,No,Male,1.372,22.713
2272,3610,No,Female,0.342,18.94
2273,3610,No,Male,0.942,14.811
2274,3610,No,Female,-0.078,21.734
2275,3610,No,Male,0.852,22.293
2276,3610,Yes,Female,0.942,16.439
2277,3610,No,Female,0.012,17.522
2278,3610,No,Male,0.722,22.384
2279,3610,Yes,Male,-1.048,1.443
2280,3610,No,Male,0.452,14.46
2281,3610,No,Male,0.942,24.545
2282,3610,Yes,Male,0.502,14.387
2283,3610,No,Female,-0.448,15.053
2284,3610,No,Male,1.012,21.034
2285,3610,No,Female,-0.418,4.695
2286,3610,No,Male,-0.078,11.691
2287,3610,No,Female,0.432,14.63
2288,3610,No,Male,0.062,15.045
2289,3610,No,Female,-0.488,16.854
2290,3610,Yes,Female,0.272,17.409
2291,3610,Yes,Female,-0.548,3.005
2292,3610,Yes,Male,-0.758,8.924
2293,3610,No,Female,0.652,23.336
2294,3610,No,Male,-0.708,23.822
2295,3610,No,Male,-0.658,6.207
2296,3610,No,Female,0.472,18.111
2297,3610,No,Female,-0.578,22.813
2298,3610,Yes,Male,0.842,8.622
2299,3610,No,Male,0.132,21.31
2300,3610,Yes,Female,-0.458,2.785
2301,3610,No,Male,-0.648,14.759
2302,3610,No,Male,-0.108,23.619
2303,3610,No,Male,-0.548,11.267
2304,3610,Yes,Male,1.332,16.139
2305,3610,No,Male,0.432,14.598
2306,3610,No,Female,1.262,23.723
2307,3610,Yes,Female,-0.678,8.565
2308,3610,Yes,Male,0.792,15.896
2309,3610,No,Female,0.892,9.03
2310,3610,No,Female,1.292,11.243
2311,3610,Yes,Female,-0.398,8.633
2312,3610,Yes,Male,-0.188,9.949
2313,3610,No,Male,-0.228,20.863
2314,3610,Yes,Male,-0.008,14.126
2315,3610,No,Male,0.602,13.942
2316,3610,Yes,Female,1.072,17.007
2317,3610,No,Male,-0.258,18.874
2318,3610,No,Male,-0.488,5.228
2319,3610,No,Female,-0.318,9.993
2320,3610,No,Male,-0.038,13.301
2321,3610,No,Male,0.042,16.428
2322,3610,No,Female,0.092,19.533
2323,3610,No,Male,-0.368,8.92
2324,3610,No,Female,-0.408,9.762
2325,3610,No,Male,-0.478,22.357
2326,3610,No,Female,-0.248,21.776
2327,3610,No,Female,-0.408,19.899
2328,3610,Yes,Female,0.812,12.565
2329,3610,No,Male,-0.338,22.688
2330,3610,Yes,Female,-0.808,19.128
2331,3657,No,Male,1.062,22.04
2332,3657,No,Female,-1.258,2.832
